4,1,0,0.019046
4,1,1,0.000351
4,1,2,0.000313
4,1,3,0.000351
4,1,4,0.007155
4,1,5,0.000292
4,1,6,0.000299
4,1,7,0.000288
4,1,8,0.000299
4,1,9,0.000322
4,1,10,0.000291
4,1,11,0.000302
4,1,12,0.000289
4,1,13,0.000300
4,1,14,0.000299
4,1,15,0.000328
4,1,16,0.000288
4,1,17,0.000284
4,1,18,0.000287
4,1,19,0.000294
4,1,20,0.000372
4,1,21,0.000298
4,1,22,0.000293
4,1,23,0.000366
4,1,24,0.000293
4,1,25,0.000302
4,1,26,0.000379
4,1,27,0.000303
4,1,28,0.000285
4,1,29,0.000288
4,1,30,0.000284
4,1,31,0.000301
4,1,32,0.000375
4,1,33,0.000307
4,1,34,0.000283
4,1,35,0.000284
4,1,36,0.000305
4,1,37,0.000305
4,1,38,0.000314
4,1,39,0.000290
4,1,40,0.000295
4,1,41,0.000292
4,1,42,0.000293
4,1,43,0.000289
4,1,44,0.000327
4,1,45,0.000288
4,1,46,0.000291
4,1,47,0.000291
4,1,48,0.000304
4,1,49,0.000336
