3,1,0,0.029182
3,1,1,0.000380
3,1,2,0.000372
3,1,3,0.000383
3,1,4,0.000356
3,1,5,0.000390
3,1,6,0.000386
3,1,7,0.000352
3,1,8,0.000378
3,1,9,0.000361
3,1,10,0.000334
3,1,11,0.000347
3,1,12,0.000359
3,1,13,0.000356
3,1,14,0.000366
3,1,15,0.000426
3,1,16,0.000343
3,1,17,0.000362
3,1,18,0.000332
3,1,19,0.000346
3,1,20,0.000334
3,1,21,0.000337
3,1,22,0.000334
3,1,23,0.000345
3,1,24,0.000371
3,1,25,0.000356
3,1,26,0.000408
3,1,27,0.000370
3,1,28,0.000345
3,1,29,0.000344
3,1,30,0.000358
3,1,31,0.000336
3,1,32,0.000357
3,1,33,0.000344
3,1,34,0.000350
3,1,35,0.000349
3,1,36,0.000329
3,1,37,0.000399
3,1,38,0.000354
3,1,39,0.000342
3,1,40,0.000360
3,1,41,0.000345
3,1,42,0.000337
3,1,43,0.000341
3,1,44,0.000378
3,1,45,0.000353
3,1,46,0.000359
3,1,47,0.000408
3,1,48,0.000366
3,1,49,0.000272
