1,1,0,0.005660
1,1,1,0.000084
1,1,2,0.000077
1,1,3,0.000096
1,1,4,0.001820
1,1,5,0.000072
1,1,6,0.000071
1,1,7,0.000071
1,1,8,0.000075
1,1,9,0.000083
1,1,10,0.000075
1,1,11,0.000074
1,1,12,0.000077
1,1,13,0.000075
1,1,14,0.000086
1,1,15,0.000079
1,1,16,0.000074
1,1,17,0.000075
1,1,18,0.000073
1,1,19,0.000074
1,1,20,0.000094
1,1,21,0.000077
1,1,22,0.000071
1,1,23,0.000072
1,1,24,0.000077
1,1,25,0.000074
1,1,26,0.000096
1,1,27,0.000078
1,1,28,0.000070
1,1,29,0.000071
1,1,30,0.000073
1,1,31,0.000076
1,1,32,0.000089
1,1,33,0.000077
1,1,34,0.000071
1,1,35,0.000072
1,1,36,0.000073
1,1,37,0.000080
1,1,38,0.000087
1,1,39,0.000081
1,1,40,0.000073
1,1,41,0.000072
1,1,42,0.000073
1,1,43,0.000084
1,1,44,0.000081
1,1,45,0.000072
1,1,46,0.000076
1,1,47,0.000073
1,1,48,0.000074
1,1,49,0.000089
